eom,target_month,mask,loss,baseline_loss,delta_abs,delta_rel,importance,rank
2017-07-31,2017-08-31,Accruals,3.2507397120750414,3.2583853917509567,-0.007645679675915229,-0.0023464626668383984,0.0,6.0
2017-07-31,2017-08-31,DebtIssuance,3.2576904529731863,3.2583853917509567,-0.0006949387777703819,-0.00021327703577658845,0.0,7.0
2017-07-31,2017-08-31,Investment,3.254923669675129,3.2583853917509567,-0.0034617220758277334,-0.0010624041234015937,0.0,8.0
2017-07-31,2017-08-31,ProfitGrowth,3.2543099957382187,3.2583853917509567,-0.004075396012737986,-0.0012507409415274825,0.0,9.0
2017-07-31,2017-08-31,Profitability,3.2518660674594626,3.2583853917509567,-0.006519324291494044,-0.0020007836727965315,0.0,10.0
2017-07-31,2017-08-31,Seasonality,3.2442603254798965,3.2583853917509567,-0.014125066271060138,-0.004334989441954796,0.0,11.0
2017-07-31,2017-08-31,ShortTermReversal,3.256812975723648,3.2583853917509567,-0.0015724160273085097,-0.00048257521387411493,0.0,12.0
2017-07-31,2017-08-31,Size,3.2548415067887393,3.2583853917509567,-0.0035438849622173585,-0.0010876199516451255,0.0,13.0
2017-07-31,2017-08-31,ALL,3.2583853917509567,3.2583853917509567,0.0,0.0,0.0,
2017-08-31,2017-09-30,Quality,3.168249143250696,3.1443651372569654,0.02388400599373064,0.007595811857450567,0.5895621493333941,1.0
2017-08-31,2017-09-30,LowLeverage,3.1558997296512925,3.1443651372569654,0.011534592394327081,0.0036683374515433845,0.28472439194116494,2.0
2017-08-31,2017-09-30,ProfitGrowth,3.1475140526181624,3.1443651372569654,0.003148915361196991,0.0010014471041820529,0.07772905889001831,3.0
2017-08-31,2017-09-30,DebtIssuance,3.146309053932367,3.1443651372569654,0.0019439166754016135,0.0006182223089705856,0.04798439983542261,4.0
2017-08-31,2017-09-30,Accruals,3.125277956537939,3.1443651372569654,-0.019087180719026264,-0.006070281244651267,0.0,5.0
2017-08-31,2017-09-30,Investment,3.1395847557490404,3.1443651372569654,-0.004780381507925036,-0.0015203010144347528,0.0,6.0
2017-08-31,2017-09-30,LowRisk,3.1039942917293155,3.1443651372569654,-0.04037084552764991,-0.012839108616650047,0.0,7.0
2017-08-31,2017-09-30,Momentum,3.1018594296054163,3.1443651372569654,-0.04250570765154915,-0.013518057158154873,0.0,8.0
2017-08-31,2017-09-30,Profitability,3.130581341070384,3.1443651372569654,-0.01378379618658121,-0.004383649984939635,0.0,9.0
2017-08-31,2017-09-30,Seasonality,3.0914154349322054,3.1443651372569654,-0.05294970232476004,-0.01683955266434213,0.0,10.0
2017-08-31,2017-09-30,ShortTermReversal,3.0952316996040707,3.1443651372569654,-0.049133437652894685,-0.015625868977722154,0.0,11.0
2017-08-31,2017-09-30,Size,3.112142537046592,3.1443651372569654,-0.032222600210373376,-0.010247728493289188,0.0,12.0
2017-08-31,2017-09-30,Value,3.034865234029892,3.1443651372569654,-0.10949990322707359,-0.03482416909207863,0.0,13.0
2017-08-31,2017-09-30,ALL,3.1443651372569654,3.1443651372569654,0.0,0.0,0.0,
2017-09-30,2017-10-31,Quality,3.17771199769982,3.155772582168533,0.021939415531286866,0.0069521535408647505,0.5319461234417808,1.0
2017-09-30,2017-10-31,LowLeverage,3.16411452438213,3.155772582168533,0.008341942213596631,0.002643391434709896,0.20225989230068586,2.0
2017-09-30,2017-10-31,LowRisk,3.1635245295402266,3.155772582168533,0.0077519473716933796,0.0024564340965173483,0.18795479522307595,3.0
2017-09-30,2017-10-31,DebtIssuance,3.1589829567489436,3.155772582168533,0.0032103745804104022,0.0010173022601661457,0.07783918903445732,4.0
2017-09-30,2017-10-31,Accruals,3.1400280365883373,3.155772582168533,-0.01574454558019589,-0.00498912553748623,0.0,5.0
2017-09-30,2017-10-31,Investment,3.1473806399871718,3.155772582168533,-0.008391942181361411,-0.002659235405231505,0.0,6.0
2017-09-30,2017-10-31,Momentum,3.150959044284123,3.155772582168533,-0.004813537884410302,-0.001525312030280272,0.0,7.0
